condition,qid,q_label,page_id,filename,gt,model,run,response,signed_error
naive,14,Unnamed travelers,37,AVS IS 758-781 1770 05 28 p2.jpg,35,Gemini 3.1,3,36,1
naive,15,Places of origin,37,AVS IS 758-781 1770 05 28 p2.jpg,25,Gemini 3.1,3,34,9
naive,16,Unique places of stay,37,AVS IS 758-781 1770 05 28 p2.jpg,8,Gemini 3.1,3,10,2
naive,18,Stay w/ person name,37,AVS IS 758-781 1770 05 28 p2.jpg,2,Gemini 3.1,3,2,0
naive,19,Bracket total,37,AVS IS 758-781 1770 05 28 p2.jpg,13,Gemini 3.1,3,14,1
naive,7,Archivist marks,38,AVS IS 758-781 1770 05 28 p3.jpg,0,Gemini 3.1,3,1,1
naive,8,Quondam count,38,AVS IS 758-781 1770 05 28 p3.jpg,5,Gemini 3.1,3,5,0
naive,9,Con count,38,AVS IS 758-781 1770 05 28 p3.jpg,1,Gemini 3.1,3,1,0
naive,11,E conjunction count,38,AVS IS 758-781 1770 05 28 p3.jpg,3,Gemini 3.1,3,2,-1
naive,13,Named travelers,38,AVS IS 758-781 1770 05 28 p3.jpg,31,Gemini 3.1,3,25,-6
naive,14,Unnamed travelers,38,AVS IS 758-781 1770 05 28 p3.jpg,3,Gemini 3.1,3,2,-1
naive,15,Places of origin,38,AVS IS 758-781 1770 05 28 p3.jpg,11,Gemini 3.1,3,10,-1
naive,16,Unique places of stay,38,AVS IS 758-781 1770 05 28 p3.jpg,10,Gemini 3.1,3,10,0
naive,18,Stay w/ person name,38,AVS IS 758-781 1770 05 28 p3.jpg,14,Gemini 3.1,3,14,0
naive,19,Bracket total,38,AVS IS 758-781 1770 05 28 p3.jpg,7,Gemini 3.1,3,6,-1
naive,7,Archivist marks,33,AVS IS 758-781 1770 05.jpg,0,Gemini 3.1,3,0,0
naive,8,Quondam count,33,AVS IS 758-781 1770 05.jpg,0,Gemini 3.1,3,0,0
naive,9,Con count,33,AVS IS 758-781 1770 05.jpg,4,Gemini 3.1,3,4,0
naive,11,E conjunction count,33,AVS IS 758-781 1770 05.jpg,1,Gemini 3.1,3,1,0
naive,13,Named travelers,33,AVS IS 758-781 1770 05.jpg,18,Gemini 3.1,3,16,-2
naive,14,Unnamed travelers,33,AVS IS 758-781 1770 05.jpg,5,Gemini 3.1,3,5,0
naive,15,Places of origin,33,AVS IS 758-781 1770 05.jpg,10,Gemini 3.1,3,10,0
naive,16,Unique places of stay,33,AVS IS 758-781 1770 05.jpg,7,Gemini 3.1,3,8,1
naive,18,Stay w/ person name,33,AVS IS 758-781 1770 05.jpg,3,Gemini 3.1,3,2,-1
naive,19,Bracket total,33,AVS IS 758-781 1770 05.jpg,3,Gemini 3.1,3,3,0
naive,7,Archivist marks,39,AVS IS 758-781 1770 08.jpg,1,Gemini 3.1,3,1,0
naive,8,Quondam count,39,AVS IS 758-781 1770 08.jpg,0,Gemini 3.1,3,0,0
naive,9,Con count,39,AVS IS 758-781 1770 08.jpg,2,Gemini 3.1,3,2,0
naive,11,E conjunction count,39,AVS IS 758-781 1770 08.jpg,0,Gemini 3.1,3,0,0
naive,13,Named travelers,39,AVS IS 758-781 1770 08.jpg,10,Gemini 3.1,3,9,-1
naive,14,Unnamed travelers,39,AVS IS 758-781 1770 08.jpg,3,Gemini 3.1,3,3,0
naive,15,Places of origin,39,AVS IS 758-781 1770 08.jpg,9,Gemini 3.1,3,8,-1
naive,16,Unique places of stay,39,AVS IS 758-781 1770 08.jpg,5,Gemini 3.1,3,6,1
naive,18,Stay w/ person name,39,AVS IS 758-781 1770 08.jpg,1,Gemini 3.1,3,1,0
naive,19,Bracket total,39,AVS IS 758-781 1770 08.jpg,1,Gemini 3.1,3,1,0
naive,7,Archivist marks,28,AVS IS 758-781 1766 02.jpg,0,Gemini 3.1,4,0,0
naive,8,Quondam count,28,AVS IS 758-781 1766 02.jpg,9,Gemini 3.1,4,10,1
naive,9,Con count,28,AVS IS 758-781 1766 02.jpg,4,Gemini 3.1,4,4,0
naive,11,E conjunction count,28,AVS IS 758-781 1766 02.jpg,2,Gemini 3.1,4,3,1
naive,13,Named travelers,28,AVS IS 758-781 1766 02.jpg,19,Gemini 3.1,4,17,-2
naive,14,Unnamed travelers,28,AVS IS 758-781 1766 02.jpg,11,Gemini 3.1,4,9,-2
naive,15,Places of origin,28,AVS IS 758-781 1766 02.jpg,10,Gemini 3.1,4,11,1
naive,16,Unique places of stay,28,AVS IS 758-781 1766 02.jpg,8,Gemini 3.1,4,7,-1
naive,18,Stay w/ person name,28,AVS IS 758-781 1766 02.jpg,12,Gemini 3.1,4,13,1
naive,19,Bracket total,28,AVS IS 758-781 1766 02.jpg,1,Gemini 3.1,4,3,2
naive,7,Archivist marks,2,AVS IS 758-781 1767 02 01 p1.jpg,1,Gemini 3.1,4,0,-1
naive,8,Quondam count,2,AVS IS 758-781 1767 02 01 p1.jpg,2,Gemini 3.1,4,2,0
naive,9,Con count,2,AVS IS 758-781 1767 02 01 p1.jpg,9,Gemini 3.1,4,9,0
naive,11,E conjunction count,2,AVS IS 758-781 1767 02 01 p1.jpg,3,Gemini 3.1,4,1,-2
naive,13,Named travelers,2,AVS IS 758-781 1767 02 01 p1.jpg,35,Gemini 3.1,4,28,-7
naive,14,Unnamed travelers,2,AVS IS 758-781 1767 02 01 p1.jpg,18,Gemini 3.1,4,14,-4
naive,15,Places of origin,2,AVS IS 758-781 1767 02 01 p1.jpg,23,Gemini 3.1,4,20,-3
naive,16,Unique places of stay,2,AVS IS 758-781 1767 02 01 p1.jpg,7,Gemini 3.1,4,6,-1
naive,18,Stay w/ person name,2,AVS IS 758-781 1767 02 01 p1.jpg,5,Gemini 3.1,4,5,0
naive,19,Bracket total,2,AVS IS 758-781 1767 02 01 p1.jpg,4,Gemini 3.1,4,5,1
naive,7,Archivist marks,3,AVS IS 758-781 1767 02 01 p2.jpg,0,Gemini 3.1,4,0,0
naive,8,Quondam count,3,AVS IS 758-781 1767 02 01 p2.jpg,1,Gemini 3.1,4,1,0
naive,9,Con count,3,AVS IS 758-781 1767 02 01 p2.jpg,1,Gemini 3.1,4,1,0
naive,11,E conjunction count,3,AVS IS 758-781 1767 02 01 p2.jpg,0,Gemini 3.1,4,1,1
naive,13,Named travelers,3,AVS IS 758-781 1767 02 01 p2.jpg,4,Gemini 3.1,4,4,0
naive,14,Unnamed travelers,3,AVS IS 758-781 1767 02 01 p2.jpg,5,Gemini 3.1,4,5,0
naive,15,Places of origin,3,AVS IS 758-781 1767 02 01 p2.jpg,2,Gemini 3.1,4,2,0
naive,16,Unique places of stay,3,AVS IS 758-781 1767 02 01 p2.jpg,2,Gemini 3.1,4,2,0
naive,18,Stay w/ person name,3,AVS IS 758-781 1767 02 01 p2.jpg,1,Gemini 3.1,4,1,0
naive,19,Bracket total,3,AVS IS 758-781 1767 02 01 p2.jpg,1,Gemini 3.1,4,1,0
naive,7,Archivist marks,4,AVS IS 758-781 1767 02 01 p3.jpg,0,Gemini 3.1,4,0,0
naive,8,Quondam count,4,AVS IS 758-781 1767 02 01 p3.jpg,13,Gemini 3.1,4,11,-2
naive,9,Con count,4,AVS IS 758-781 1767 02 01 p3.jpg,7,Gemini 3.1,4,6,-1
naive,11,E conjunction count,4,AVS IS 758-781 1767 02 01 p3.jpg,3,Gemini 3.1,4,2,-1
naive,13,Named travelers,4,AVS IS 758-781 1767 02 01 p3.jpg,28,Gemini 3.1,4,22,-6
naive,14,Unnamed travelers,4,AVS IS 758-781 1767 02 01 p3.jpg,8,Gemini 3.1,4,6,-2
naive,15,Places of origin,4,AVS IS 758-781 1767 02 01 p3.jpg,12,Gemini 3.1,4,12,0
naive,16,Unique places of stay,4,AVS IS 758-781 1767 02 01 p3.jpg,12,Gemini 3.1,4,10,-2
naive,18,Stay w/ person name,4,AVS IS 758-781 1767 02 01 p3.jpg,17,Gemini 3.1,4,14,-3
naive,19,Bracket total,4,AVS IS 758-781 1767 02 01 p3.jpg,0,Gemini 3.1,4,1,1
naive,7,Archivist marks,5,AVS IS 758-781 1767 02 01 p4.jpg,0,Gemini 3.1,4,0,0
naive,8,Quondam count,5,AVS IS 758-781 1767 02 01 p4.jpg,7,Gemini 3.1,4,6,-1
naive,9,Con count,5,AVS IS 758-781 1767 02 01 p4.jpg,2,Gemini 3.1,4,2,0
naive,11,E conjunction count,5,AVS IS 758-781 1767 02 01 p4.jpg,3,Gemini 3.1,4,3,0
naive,13,Named travelers,5,AVS IS 758-781 1767 02 01 p4.jpg,11,Gemini 3.1,4,11,0
naive,14,Unnamed travelers,5,AVS IS 758-781 1767 02 01 p4.jpg,4,Gemini 3.1,4,4,0
naive,15,Places of origin,5,AVS IS 758-781 1767 02 01 p4.jpg,5,Gemini 3.1,4,6,1
naive,16,Unique places of stay,5,AVS IS 758-781 1767 02 01 p4.jpg,9,Gemini 3.1,4,8,-1
naive,18,Stay w/ person name,5,AVS IS 758-781 1767 02 01 p4.jpg,8,Gemini 3.1,4,8,0
naive,19,Bracket total,5,AVS IS 758-781 1767 02 01 p4.jpg,0,Gemini 3.1,4,0,0
naive,7,Archivist marks,1,AVS IS 758-781 1767 07 01.jpg,1,Gemini 3.1,4,1,0
naive,8,Quondam count,1,AVS IS 758-781 1767 07 01.jpg,10,Gemini 3.1,4,10,0
naive,9,Con count,1,AVS IS 758-781 1767 07 01.jpg,4,Gemini 3.1,4,4,0
naive,11,E conjunction count,1,AVS IS 758-781 1767 07 01.jpg,6,Gemini 3.1,4,4,-2
naive,13,Named travelers,1,AVS IS 758-781 1767 07 01.jpg,34,Gemini 3.1,4,28,-6
naive,14,Unnamed travelers,1,AVS IS 758-781 1767 07 01.jpg,12,Gemini 3.1,4,12,0
naive,15,Places of origin,1,AVS IS 758-781 1767 07 01.jpg,17,Gemini 3.1,4,16,-1
naive,16,Unique places of stay,1,AVS IS 758-781 1767 07 01.jpg,5,Gemini 3.1,4,6,1
naive,18,Stay w/ person name,1,AVS IS 758-781 1767 07 01.jpg,3,Gemini 3.1,4,3,0
naive,19,Bracket total,1,AVS IS 758-781 1767 07 01.jpg,5,Gemini 3.1,4,4,-1
naive,7,Archivist marks,22,AVS IS 758-781 1768 01 02.jpg,1,Gemini 3.1,4,0,-1
naive,8,Quondam count,22,AVS IS 758-781 1768 01 02.jpg,4,Gemini 3.1,4,4,0
naive,9,Con count,22,AVS IS 758-781 1768 01 02.jpg,11,Gemini 3.1,4,10,-1
naive,11,E conjunction count,22,AVS IS 758-781 1768 01 02.jpg,3,Gemini 3.1,4,2,-1
naive,13,Named travelers,22,AVS IS 758-781 1768 01 02.jpg,21,Gemini 3.1,4,19,-2
naive,14,Unnamed travelers,22,AVS IS 758-781 1768 01 02.jpg,16,Gemini 3.1,4,12,-4
naive,15,Places of origin,22,AVS IS 758-781 1768 01 02.jpg,13,Gemini 3.1,4,14,1
naive,16,Unique places of stay,22,AVS IS 758-781 1768 01 02.jpg,7,Gemini 3.1,4,6,-1
naive,18,Stay w/ person name,22,AVS IS 758-781 1768 01 02.jpg,5,Gemini 3.1,4,4,-1
naive,19,Bracket total,22,AVS IS 758-781 1768 01 02.jpg,2,Gemini 3.1,4,2,0
naive,7,Archivist marks,23,AVS IS 758-781 1768 01 09.jpg,2,Gemini 3.1,4,2,0
naive,8,Quondam count,23,AVS IS 758-781 1768 01 09.jpg,2,Gemini 3.1,4,4,2
naive,9,Con count,23,AVS IS 758-781 1768 01 09.jpg,6,Gemini 3.1,4,5,-1
naive,11,E conjunction count,23,AVS IS 758-781 1768 01 09.jpg,2,Gemini 3.1,4,1,-1
naive,13,Named travelers,23,AVS IS 758-781 1768 01 09.jpg,33,Gemini 3.1,4,28,-5
naive,14,Unnamed travelers,23,AVS IS 758-781 1768 01 09.jpg,8,Gemini 3.1,4,7,-1
naive,15,Places of origin,23,AVS IS 758-781 1768 01 09.jpg,21,Gemini 3.1,4,21,0
naive,16,Unique places of stay,23,AVS IS 758-781 1768 01 09.jpg,7,Gemini 3.1,4,8,1
naive,18,Stay w/ person name,23,AVS IS 758-781 1768 01 09.jpg,6,Gemini 3.1,4,5,-1
naive,19,Bracket total,23,AVS IS 758-781 1768 01 09.jpg,6,Gemini 3.1,4,5,-1
naive,7,Archivist marks,24,AVS IS 758-781 1768 01 16 p1.jpg,0,Gemini 3.1,4,0,0
naive,8,Quondam count,24,AVS IS 758-781 1768 01 16 p1.jpg,0,Gemini 3.1,4,0,0
naive,9,Con count,24,AVS IS 758-781 1768 01 16 p1.jpg,1,Gemini 3.1,4,1,0
naive,11,E conjunction count,24,AVS IS 758-781 1768 01 16 p1.jpg,6,Gemini 3.1,4,3,-3
naive,13,Named travelers,24,AVS IS 758-781 1768 01 16 p1.jpg,22,Gemini 3.1,4,19,-3
naive,14,Unnamed travelers,24,AVS IS 758-781 1768 01 16 p1.jpg,3,Gemini 3.1,4,2,-1
naive,15,Places of origin,24,AVS IS 758-781 1768 01 16 p1.jpg,13,Gemini 3.1,4,14,1
naive,16,Unique places of stay,24,AVS IS 758-781 1768 01 16 p1.jpg,7,Gemini 3.1,4,6,-1
naive,18,Stay w/ person name,24,AVS IS 758-781 1768 01 16 p1.jpg,6,Gemini 3.1,4,5,-1
naive,19,Bracket total,24,AVS IS 758-781 1768 01 16 p1.jpg,4,Gemini 3.1,4,4,0
naive,7,Archivist marks,25,AVS IS 758-781 1768 01 16 p2.jpg,1,Gemini 3.1,4,0,-1
naive,8,Quondam count,25,AVS IS 758-781 1768 01 16 p2.jpg,0,Gemini 3.1,4,0,0
naive,9,Con count,25,AVS IS 758-781 1768 01 16 p2.jpg,6,Gemini 3.1,4,6,0
naive,11,E conjunction count,25,AVS IS 758-781 1768 01 16 p2.jpg,0,Gemini 3.1,4,0,0
naive,13,Named travelers,25,AVS IS 758-781 1768 01 16 p2.jpg,12,Gemini 3.1,4,11,-1
naive,14,Unnamed travelers,25,AVS IS 758-781 1768 01 16 p2.jpg,9,Gemini 3.1,4,9,0
naive,15,Places of origin,25,AVS IS 758-781 1768 01 16 p2.jpg,9,Gemini 3.1,4,10,1
naive,16,Unique places of stay,25,AVS IS 758-781 1768 01 16 p2.jpg,6,Gemini 3.1,4,6,0
naive,18,Stay w/ person name,25,AVS IS 758-781 1768 01 16 p2.jpg,2,Gemini 3.1,4,2,0
naive,19,Bracket total,25,AVS IS 758-781 1768 01 16 p2.jpg,2,Gemini 3.1,4,2,0
naive,7,Archivist marks,26,AVS IS 758-781 1768 01 16 p3.jpg,0,Gemini 3.1,4,0,0
naive,8,Quondam count,26,AVS IS 758-781 1768 01 16 p3.jpg,8,Gemini 3.1,4,6,-2
naive,9,Con count,26,AVS IS 758-781 1768 01 16 p3.jpg,2,Gemini 3.1,4,2,0
naive,11,E conjunction count,26,AVS IS 758-781 1768 01 16 p3.jpg,4,Gemini 3.1,4,3,-1
naive,13,Named travelers,26,AVS IS 758-781 1768 01 16 p3.jpg,24,Gemini 3.1,4,19,-5
naive,14,Unnamed travelers,26,AVS IS 758-781 1768 01 16 p3.jpg,6,Gemini 3.1,4,6,0
naive,15,Places of origin,26,AVS IS 758-781 1768 01 16 p3.jpg,8,Gemini 3.1,4,18,10
naive,16,Unique places of stay,26,AVS IS 758-781 1768 01 16 p3.jpg,13,Gemini 3.1,4,10,-3
naive,18,Stay w/ person name,26,AVS IS 758-781 1768 01 16 p3.jpg,18,Gemini 3.1,4,16,-2
naive,19,Bracket total,26,AVS IS 758-781 1768 01 16 p3.jpg,1,Gemini 3.1,4,1,0
naive,7,Archivist marks,27,AVS IS 758-781 1768 02 20.jpg,0,Gemini 3.1,4,0,0
naive,8,Quondam count,27,AVS IS 758-781 1768 02 20.jpg,0,Gemini 3.1,4,0,0
naive,9,Con count,27,AVS IS 758-781 1768 02 20.jpg,12,Gemini 3.1,4,10,-2
naive,11,E conjunction count,27,AVS IS 758-781 1768 02 20.jpg,3,Gemini 3.1,4,6,3
naive,13,Named travelers,27,AVS IS 758-781 1768 02 20.jpg,35,Gemini 3.1,4,28,-7
naive,14,Unnamed travelers,27,AVS IS 758-781 1768 02 20.jpg,17,Gemini 3.1,4,15,-2
naive,15,Places of origin,27,AVS IS 758-781 1768 02 20.jpg,15,Gemini 3.1,4,15,0
naive,16,Unique places of stay,27,AVS IS 758-781 1768 02 20.jpg,5,Gemini 3.1,4,5,0
naive,18,Stay w/ person name,27,AVS IS 758-781 1768 02 20.jpg,2,Gemini 3.1,4,3,1
naive,19,Bracket total,27,AVS IS 758-781 1768 02 20.jpg,7,Gemini 3.1,4,7,0
naive,7,Archivist marks,6,AVS IS 758-781 1768 03 26.jpg,2,Gemini 3.1,4,0,-2
naive,8,Quondam count,6,AVS IS 758-781 1768 03 26.jpg,2,Gemini 3.1,4,0,-2
naive,9,Con count,6,AVS IS 758-781 1768 03 26.jpg,8,Gemini 3.1,4,7,-1
naive,11,E conjunction count,6,AVS IS 758-781 1768 03 26.jpg,2,Gemini 3.1,4,1,-1
naive,13,Named travelers,6,AVS IS 758-781 1768 03 26.jpg,26,Gemini 3.1,4,22,-4
naive,14,Unnamed travelers,6,AVS IS 758-781 1768 03 26.jpg,10,Gemini 3.1,4,10,0
naive,15,Places of origin,6,AVS IS 758-781 1768 03 26.jpg,15,Gemini 3.1,4,16,1
naive,16,Unique places of stay,6,AVS IS 758-781 1768 03 26.jpg,7,Gemini 3.1,4,8,1
naive,18,Stay w/ person name,6,AVS IS 758-781 1768 03 26.jpg,6,Gemini 3.1,4,5,-1
naive,19,Bracket total,6,AVS IS 758-781 1768 03 26.jpg,4,Gemini 3.1,4,4,0
naive,7,Archivist marks,7,AVS IS 758-781 1768 05 02.jpg,1,Gemini 3.1,4,1,0
naive,8,Quondam count,7,AVS IS 758-781 1768 05 02.jpg,1,Gemini 3.1,4,2,1
naive,9,Con count,7,AVS IS 758-781 1768 05 02.jpg,2,Gemini 3.1,4,2,0
naive,11,E conjunction count,7,AVS IS 758-781 1768 05 02.jpg,0,Gemini 3.1,4,0,0
naive,13,Named travelers,7,AVS IS 758-781 1768 05 02.jpg,6,Gemini 3.1,4,6,0
naive,14,Unnamed travelers,7,AVS IS 758-781 1768 05 02.jpg,2,Gemini 3.1,4,2,0
naive,15,Places of origin,7,AVS IS 758-781 1768 05 02.jpg,4,Gemini 3.1,4,4,0
naive,16,Unique places of stay,7,AVS IS 758-781 1768 05 02.jpg,3,Gemini 3.1,4,3,0
naive,18,Stay w/ person name,7,AVS IS 758-781 1768 05 02.jpg,3,Gemini 3.1,4,3,0
naive,19,Bracket total,7,AVS IS 758-781 1768 05 02.jpg,2,Gemini 3.1,4,2,0
naive,7,Archivist marks,9,AVS IS 758-781 1768 05 08 p2.jpg,0,Gemini 3.1,4,6,6
naive,8,Quondam count,9,AVS IS 758-781 1768 05 08 p2.jpg,12,Gemini 3.1,4,12,0
naive,9,Con count,9,AVS IS 758-781 1768 05 08 p2.jpg,3,Gemini 3.1,4,3,0
naive,11,E conjunction count,9,AVS IS 758-781 1768 05 08 p2.jpg,4,Gemini 3.1,4,2,-2
naive,13,Named travelers,9,AVS IS 758-781 1768 05 08 p2.jpg,33,Gemini 3.1,4,26,-7
naive,14,Unnamed travelers,9,AVS IS 758-781 1768 05 08 p2.jpg,11,Gemini 3.1,4,10,-1
naive,15,Places of origin,9,AVS IS 758-781 1768 05 08 p2.jpg,21,Gemini 3.1,4,21,0
naive,16,Unique places of stay,9,AVS IS 758-781 1768 05 08 p2.jpg,6,Gemini 3.1,4,5,-1
naive,18,Stay w/ person name,9,AVS IS 758-781 1768 05 08 p2.jpg,1,Gemini 3.1,4,1,0
naive,19,Bracket total,9,AVS IS 758-781 1768 05 08 p2.jpg,2,Gemini 3.1,4,2,0
naive,7,Archivist marks,10,AVS IS 758-781 1768 05 08 p3.jpg,1,Gemini 3.1,4,0,-1
naive,8,Quondam count,10,AVS IS 758-781 1768 05 08 p3.jpg,5,Gemini 3.1,4,5,0
naive,9,Con count,10,AVS IS 758-781 1768 05 08 p3.jpg,15,Gemini 3.1,4,14,-1
naive,11,E conjunction count,10,AVS IS 758-781 1768 05 08 p3.jpg,3,Gemini 3.1,4,3,0
naive,13,Named travelers,10,AVS IS 758-781 1768 05 08 p3.jpg,53,Gemini 3.1,4,54,1
naive,14,Unnamed travelers,10,AVS IS 758-781 1768 05 08 p3.jpg,26,Gemini 3.1,4,24,-2
naive,15,Places of origin,10,AVS IS 758-781 1768 05 08 p3.jpg,19,Gemini 3.1,4,18,-1
naive,16,Unique places of stay,10,AVS IS 758-781 1768 05 08 p3.jpg,10,Gemini 3.1,4,10,0
naive,18,Stay w/ person name,10,AVS IS 758-781 1768 05 08 p3.jpg,2,Gemini 3.1,4,3,1
naive,19,Bracket total,10,AVS IS 758-781 1768 05 08 p3.jpg,10,Gemini 3.1,4,11,1
naive,7,Archivist marks,11,AVS IS 758-781 1768 05 08 p4.jpg,1,Gemini 3.1,4,0,-1
naive,8,Quondam count,11,AVS IS 758-781 1768 05 08 p4.jpg,11,Gemini 3.1,4,11,0
naive,9,Con count,11,AVS IS 758-781 1768 05 08 p4.jpg,15,Gemini 3.1,4,11,-4
naive,11,E conjunction count,11,AVS IS 758-781 1768 05 08 p4.jpg,8,Gemini 3.1,4,1,-7
naive,13,Named travelers,11,AVS IS 758-781 1768 05 08 p4.jpg,62,Gemini 3.1,4,48,-14
naive,14,Unnamed travelers,11,AVS IS 758-781 1768 05 08 p4.jpg,33,Gemini 3.1,4,28,-5
naive,15,Places of origin,11,AVS IS 758-781 1768 05 08 p4.jpg,22,Gemini 3.1,4,26,4
naive,16,Unique places of stay,11,AVS IS 758-781 1768 05 08 p4.jpg,8,Gemini 3.1,4,8,0
naive,18,Stay w/ person name,11,AVS IS 758-781 1768 05 08 p4.jpg,4,Gemini 3.1,4,3,-1
naive,19,Bracket total,11,AVS IS 758-781 1768 05 08 p4.jpg,11,Gemini 3.1,4,9,-2
naive,7,Archivist marks,12,AVS IS 758-781 1768 05 08 p5.jpg,1,Gemini 3.1,4,0,-1
naive,8,Quondam count,12,AVS IS 758-781 1768 05 08 p5.jpg,2,Gemini 3.1,4,2,0
naive,9,Con count,12,AVS IS 758-781 1768 05 08 p5.jpg,9,Gemini 3.1,4,9,0
naive,11,E conjunction count,12,AVS IS 758-781 1768 05 08 p5.jpg,7,Gemini 3.1,4,4,-3
naive,13,Named travelers,12,AVS IS 758-781 1768 05 08 p5.jpg,38,Gemini 3.1,4,28,-10
naive,14,Unnamed travelers,12,AVS IS 758-781 1768 05 08 p5.jpg,18,Gemini 3.1,4,16,-2
naive,15,Places of origin,12,AVS IS 758-781 1768 05 08 p5.jpg,17,Gemini 3.1,4,18,1
naive,16,Unique places of stay,12,AVS IS 758-781 1768 05 08 p5.jpg,6,Gemini 3.1,4,6,0
naive,18,Stay w/ person name,12,AVS IS 758-781 1768 05 08 p5.jpg,2,Gemini 3.1,4,2,0
naive,19,Bracket total,12,AVS IS 758-781 1768 05 08 p5.jpg,6,Gemini 3.1,4,6,0
naive,7,Archivist marks,8,AVS IS 758-781 1768 05 08.jpg,1,Gemini 3.1,4,0,-1
naive,8,Quondam count,8,AVS IS 758-781 1768 05 08.jpg,6,Gemini 3.1,4,6,0
naive,9,Con count,8,AVS IS 758-781 1768 05 08.jpg,14,Gemini 3.1,4,14,0
naive,11,E conjunction count,8,AVS IS 758-781 1768 05 08.jpg,3,Gemini 3.1,4,2,-1
naive,13,Named travelers,8,AVS IS 758-781 1768 05 08.jpg,43,Gemini 3.1,4,42,-1
naive,14,Unnamed travelers,8,AVS IS 758-781 1768 05 08.jpg,39,Gemini 3.1,4,39,0
naive,15,Places of origin,8,AVS IS 758-781 1768 05 08.jpg,19,Gemini 3.1,4,19,0
naive,16,Unique places of stay,8,AVS IS 758-781 1768 05 08.jpg,7,Gemini 3.1,4,7,0
naive,18,Stay w/ person name,8,AVS IS 758-781 1768 05 08.jpg,1,Gemini 3.1,4,1,0
naive,19,Bracket total,8,AVS IS 758-781 1768 05 08.jpg,6,Gemini 3.1,4,8,2
naive,7,Archivist marks,14,AVS IS 758-781 1768 05 09 p1.jpg,0,Gemini 3.1,4,0,0
naive,8,Quondam count,14,AVS IS 758-781 1768 05 09 p1.jpg,11,Gemini 3.1,4,11,0
naive,9,Con count,14,AVS IS 758-781 1768 05 09 p1.jpg,5,Gemini 3.1,4,5,0
naive,11,E conjunction count,14,AVS IS 758-781 1768 05 09 p1.jpg,3,Gemini 3.1,4,3,0
naive,13,Named travelers,14,AVS IS 758-781 1768 05 09 p1.jpg,22,Gemini 3.1,4,22,0
naive,14,Unnamed travelers,14,AVS IS 758-781 1768 05 09 p1.jpg,8,Gemini 3.1,4,8,0
naive,15,Places of origin,14,AVS IS 758-781 1768 05 09 p1.jpg,10,Gemini 3.1,4,9,-1
naive,16,Unique places of stay,14,AVS IS 758-781 1768 05 09 p1.jpg,9,Gemini 3.1,4,9,0
naive,18,Stay w/ person name,14,AVS IS 758-781 1768 05 09 p1.jpg,12,Gemini 3.1,4,12,0
naive,19,Bracket total,14,AVS IS 758-781 1768 05 09 p1.jpg,0,Gemini 3.1,4,1,1
naive,7,Archivist marks,13,AVS IS 758-781 1768 05 09 p2.jpg,0,Gemini 3.1,4,0,0
naive,8,Quondam count,13,AVS IS 758-781 1768 05 09 p2.jpg,1,Gemini 3.1,4,1,0
naive,9,Con count,13,AVS IS 758-781 1768 05 09 p2.jpg,1,Gemini 3.1,4,1,0
naive,11,E conjunction count,13,AVS IS 758-781 1768 05 09 p2.jpg,0,Gemini 3.1,4,0,0
naive,13,Named travelers,13,AVS IS 758-781 1768 05 09 p2.jpg,6,Gemini 3.1,4,6,0
naive,14,Unnamed travelers,13,AVS IS 758-781 1768 05 09 p2.jpg,3,Gemini 3.1,4,3,0
naive,15,Places of origin,13,AVS IS 758-781 1768 05 09 p2.jpg,3,Gemini 3.1,4,3,0
naive,16,Unique places of stay,13,AVS IS 758-781 1768 05 09 p2.jpg,2,Gemini 3.1,4,2,0
naive,18,Stay w/ person name,13,AVS IS 758-781 1768 05 09 p2.jpg,1,Gemini 3.1,4,1,0
naive,19,Bracket total,13,AVS IS 758-781 1768 05 09 p2.jpg,1,Gemini 3.1,4,1,0
naive,7,Archivist marks,15,AVS IS 758-781 1768 05 09 p3.jpg,0,Gemini 3.1,4,0,0
naive,8,Quondam count,15,AVS IS 758-781 1768 05 09 p3.jpg,2,Gemini 3.1,4,2,0
naive,9,Con count,15,AVS IS 758-781 1768 05 09 p3.jpg,1,Gemini 3.1,4,1,0
naive,11,E conjunction count,15,AVS IS 758-781 1768 05 09 p3.jpg,0,Gemini 3.1,4,0,0
naive,13,Named travelers,15,AVS IS 758-781 1768 05 09 p3.jpg,5,Gemini 3.1,4,5,0
naive,14,Unnamed travelers,15,AVS IS 758-781 1768 05 09 p3.jpg,1,Gemini 3.1,4,1,0
naive,15,Places of origin,15,AVS IS 758-781 1768 05 09 p3.jpg,5,Gemini 3.1,4,5,0
naive,16,Unique places of stay,15,AVS IS 758-781 1768 05 09 p3.jpg,4,Gemini 3.1,4,4,0
naive,18,Stay w/ person name,15,AVS IS 758-781 1768 05 09 p3.jpg,4,Gemini 3.1,4,4,0
naive,19,Bracket total,15,AVS IS 758-781 1768 05 09 p3.jpg,0,Gemini 3.1,4,0,0
naive,7,Archivist marks,16,AVS IS 758-781 1768 05 16.jpg,1,Gemini 3.1,4,0,-1
naive,8,Quondam count,16,AVS IS 758-781 1768 05 16.jpg,7,Gemini 3.1,4,7,0
naive,9,Con count,16,AVS IS 758-781 1768 05 16.jpg,5,Gemini 3.1,4,5,0
naive,11,E conjunction count,16,AVS IS 758-781 1768 05 16.jpg,0,Gemini 3.1,4,1,1
naive,13,Named travelers,16,AVS IS 758-781 1768 05 16.jpg,20,Gemini 3.1,4,17,-3
